code_ind,ind_num,site,locality,site_code,year,month,genus,species_name,species,subgenus,age,sex,length_mm,mass_g,gps_prefix,gps_num,capture_gps_code,transect,capture_date,capture_time,capture_notes,release_date,release_time,processing_date,vp_time,vp_site,dbs_size,physical_exam,blood_sample_dbs,whole_body_specimen,photo,body_color,dorsal,ventral,other,observation
ADG.F.2025.08.037,37,Andringitra,C1: Iantaranomby,ADG,2025,9,,,Mantidactylus bourgati,,Sub-Adult,F,35.53,3.63,ADG.F.00,12,ADG.F.0012,T2.grotte,14-Sep-2025,18:23,,15-Sep-2025,16:02,15-Sep-2025,8:37,F.V.,Medium,5,1,,Y,"Dark green, with large dark spots",Small yellow points,Mottled dark brown with white,,
ADG.F.2025.08.038,38,Andringitra,C1: Iantaranomby,ADG,2025,9,,,Mantidactylus bourgati,,Sub-Adult,F,36.13,4.14,ADG.F.00,12,ADG.F.0012,T2.grotte,14-Sep-2025,18:26,,15-Sep-2025,16:02,15-Sep-2025,8:40,F.V.,Large,5,1,,Y,Similar to F.037,Similar to F.037,Similar to F.037,Pink/orange eye,
ADG.F.2025.08.039,39,Andringitra,C1: Iantaranomby,ADG,2025,9,,,Boophis goudoti,,Sub-Adult,M,52.56,10.39,ADG.F.00,12,ADG.F.0012,T2.grotte,14-Sep-2025,18:32,,15-Sep-2025,16:03,15-Sep-2025,8:43,F.V.,Medium,5,1,,Y,Similat to F.035,No bumps,Similat to F.035,Similat to F.035,Ref. F.035
ADG.F.2025.08.040,40,Andringitra,C1: Iantaranomby,ADG,2025,9,,,Boophis goudoti,,Sub-Adult,M,58.4,14.13,ADG.F.00,12,ADG.F.0012,T2.grotte,14-Sep-2025,18:32,,15-Sep-2025,16:03,15-Sep-2025,8:47,F.V.,Medium,5,1,,Y,"Darker, grey/olive, dark spots",Small bumps,"White anterior, dense dark spots posterior",Similat to F.035,Ref. F.035
ADG.F.2025.08.041,41,Andringitra,C1: Iantaranomby,ADG,2025,9,,,Mantidactylus bourgati,,Adult,F,42.82,5,ADG.F.00,12,ADG.F.0012,T2.grotte,14-Sep-2025,18:32,,15-Sep-2025,16:03,15-Sep-2025,8:52,F.V.,Medium,5,1,,Y,Light brown with dark spots,"No line, small yellow points",Clean,,Ref. F.005
ADG.F.2025.08.042,42,Andringitra,C1: Iantaranomby,ADG,2025,9,,,Mantidactylus bourgati,,Adult,F,43.62,6.61,ADG.F.00,13,ADG.F.0013,T2,14-Sep-2025,18:53,,15-Sep-2025,15:54,15-Sep-2025,8:55,F.V.,Large,5,1,,Y,Similar to F.041,Similar to F.041,Some dark spots,,Ref. F.041
ADG.F.2025.08.043,43,Andringitra,C1: Iantaranomby,ADG,2025,9,,,Mantidactylus bourgati,,Adult,F,45.86,8.92,ADG.F.00,14,ADG.F.0014,T3,14-Sep-2025,19:12,,15-Sep-2025,16:18,15-Sep-2025,8:58,F.V.,Medium,5,1,,Y,Similar to F.042,No yellow points,Clean,,"Ref. F.041, gravid female"
ADG.F.2025.08.044,44,Andringitra,C1: Iantaranomby,ADG,2025,9,,,Mantidactylus bourgati,,Adult,F,43.91,8.09,ADG.F.00,14,ADG.F.0014,T3,14-Sep-2025,19:12,,15-Sep-2025,16:18,15-Sep-2025,9:01,F.V.,Medium,5,1,,Y,Similar to F.043,Yellow points present,Clean,,"Ref. F.041, gravid female"
ADG.F.2025.08.045,45,Andringitra,C1: Iantaranomby,ADG,2025,9,,,Mantidactylus femoralis,,Adult,M,36.55,3.2,ADG.F.00,14,ADG.F.0014,T3,14-Sep-2025,19:15,,15-Sep-2025,16:18,15-Sep-2025,9:04,F.V.,Medium,5,1,,Y,"Olive green/brown, dark brown splatches",Yellow on lateral edge,Mottled brown and white ventral,Striped hindlimbs,
ADG.F.2025.08.046,46,Andringitra,C1: Iantaranomby,ADG,2025,9,,,Mantidactylus femoralis,,Adult,M,38.64,3.37,ADG.F.00,14,ADG.F.0014,T3,14-Sep-2025,19:15,,15-Sep-2025,16:18,15-Sep-2025,9:07,F.V.,Medium,5,1,,Y,Similar to F.045,Similar to F.045,Similar to F.045,Similar to F.045,Ref. F.045
ADG.F.2025.08.047,47,Andringitra,C1: Iantaranomby,ADG,2025,9,,,Mantidactylus bourgati,,Adult,F,42.69,5.74,ADG.F.00,15,ADG.F.0015,T3,14-Sep-2025,19:25,,15-Sep-2025,16:21,15-Sep-2025,9:10,F.V.,Medium,5,1,,Y,Ref. 046,Yellow points present,Dark spots,,Ref. F.041
ADG.F.2025.08.048,48,Andringitra,C1: Iantaranomby,ADG,2025,9,,,Boophis goudoti,,Adult,F,62.73,17.3,ADG.F.00,16,ADG.F.0016,T3,14-Sep-2025,19:30,,15-Sep-2025,16:23,15-Sep-2025,9:14,F.V.,Large,5,1,,Y,Dark/olive green,"Orange (large) spots, yellow points","Dense, full coverage white to black spots",Blue edge to eye,
ADG.F.2025.08.049,49,Andringitra,C1: Iantaranomby,ADG,2025,9,,,Boophis goudoti,,Adult,F,59.17,16.16,ADG.F.00,16,ADG.F.0016,T3,14-Sep-2025,19:32,,15-Sep-2025,16:23,15-Sep-2025,9:19,F.V.,Medium,5,1,,Y,Light brown/beige,"Orange spots, few yellow spots",Majority white with dense black spots at edges,,
ADG.F.2025.08.050,50,Andringitra,C1: Iantaranomby,ADG,2025,9,,,Boophis goudoti,,Adult,M,54.38,14.45,ADG.F.00,17,ADG.F.0017,T3,14-Sep-2025,19:32,,15-Sep-2025,16:23,15-Sep-2025,9:24,F.V.,Medium,5,1,,Y,Light brown/beige,Few white/yellow points,Majority covered xith dense black spots/points,,Ref. F.049
ADG.F.2025.08.051,51,Andringitra,C1: Iantaranomby,ADG,2025,9,,,Mantidactylus bourgati,,Adult,F,40.82,6.76,ADG.F.00,17,ADG.F.0017,T3,14-Sep-2025,19:37,,15-Sep-2025,16:26,15-Sep-2025,9:29,F.V.,Medium,5,1,,Y,Ref. 041,Ref. 041,Clean,,"Ref. F.041, gravid female"
ADG.F.2025.08.052,52,Andringitra,C1: Iantaranomby,ADG,2025,9,,,Mantidactylus bourgati,,Adult,F,39.6,5.78,ADG.F.00,17,ADG.F.0017,T3,14-Sep-2025,19:37,,15-Sep-2025,16:26,15-Sep-2025,9:32,F.V.,Medium,5,1,,Y,Ref. 041,Yellow points present,Clean,,Ref. 041
ADG.F.2025.08.053,53,Andringitra,C1: Iantaranomby,ADG,2025,9,,,Mantidactylus bourgati,,Adult,M,33.82,3.81,ADG.F.00,17,ADG.F.0017,T3,14-Sep-2025,19:38,,15-Sep-2025,16:26,15-Sep-2025,9:34,F.V.,Medium,5,1,,Y,Ref. 041,Few yellow point present,Clean,,Ref. 041
ADG.F.2025.08.054,54,Andringitra,C1: Iantaranomby,ADG,2025,9,,,Mantidactylus bourgati,,Adult,F,48.41,9.57,ADG.F.00,15,ADG.F.0015,T3,14-Sep-2025,19:20,,15-Sep-2025,16:21,15-Sep-2025,9:38,F.V.,Large,5,1,,Y,Ref. 041,Yellow points present,Ref. 041,,"Ref. 041, gravid female"
ADG.F.2025.08.055,55,Andringitra,C1: Iantaranomby,ADG,2025,9,,,Mantidactylus bourgati,,Adult,F,43.05,7.06,ADG.F.00,15,ADG.F.0015,T3,14-Sep-2025,19:21,,15-Sep-2025,16:21,15-Sep-2025,9:40,F.V.,Large,5,1,,Y,Ref. 041,Few white/yellow points,Clean,,Ref. 041
ISL.F.2025.09.001,1,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,Brygoomantis,Adult,F,46.39,6.96,ISL.F.00,03,ISL.F.0003,T1,18-Sep-2025,18:21,,19-Sep-2025,17:25,19-Sep-2025,8:28,F.V.,Large,5,1,,Y,"Olive green brown, few red points",No stripe,"White, mostly clean with brown points anterior",,
ISL.F.2025.09.002,2,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,Brygoomantis,Adult,F,40.26,5.32,ISL.F.00,03,ISL.F.0003,T1,18-Sep-2025,18:23,,19-Sep-2025,17:25,19-Sep-2025,8:31,F.V.,Medium,5,1,,Y,"Ref. F.001, no red points visible",Ref. F.001,Ref. F.001,,Ref. F.001
ISL.F.2025.09.003,3,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,Brygoomantis,Adult,F,41.15,5.35,ISL.F.00,04,ISL.F.0004,T1,18-Sep-2025,18:23,,19-Sep-2025,17:25,19-Sep-2025,8:33,F.V.,Medium,5,1,,Y,"Ref. F.001, no red points on dorsal but one on right face near eye ",Ref. F.001,Ref. F.001,,Ref. F.001
ISL.F.2025.09.004,4,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus ulcerosus,Brygoomantis,Adult,M,35.81,4.05,ISL.F.00,04,ISL.F.0004,T1,18-Sep-2025,18:26,,19-Sep-2025,17:26,19-Sep-2025,8:38,F.V.,Medium,5,1,,Y,Light brown mottled with green,"No stripe, orange on dorsal ridges","Pale, mottled",Bright yellow femoral pads,
ISL.F.2025.09.005,5,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus ulcerosus,Brygoomantis,Adult,M,35.59,3.61,ISL.F.00,05,ISL.F.0005,T1,18-Sep-2025,18:29,,19-Sep-2025,17:28,19-Sep-2025,8:41,F.V.,Medium,5,1,,Y,Ref. F.004,"Ref. F.004, but more orange,on hindlimbs too","Pale, clean",Same as above,Ref. F.004
ISL.F.2025.09.006,6,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,Brygoomantis,Adult,M,34.82,3.34,ISL.F.00,05,ISL.F.0005,T1,18-Sep-2025,18:29,,19-Sep-2025,17:28,19-Sep-2025,8:43,F.V.,Small,5,1,,Y,Ref. F.004,Ref. F.004,Ref. F.004,Ref. F.004,Ref. F.004
ISL.F.2025.09.007,7,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,Brygoomantis,Adult,F,44.47,6.66,ISL.F.00,05,ISL.F.0005,T1,18-Sep-2025,18:29,,19-Sep-2025,17:28,19-Sep-2025,8:46,F.V.,Large,5,1,,Y,"Ref. F.004, no red points",Ref. F.004,Ref. F.004,Ref. F.004,Ref. F.001
ISL.F.2025.09.008,8,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus femoralis,,Adult,F,42.4,4.43,ISL.F.00,06,ISL.F.0006,T1,18-Sep-2025,18:31,,19-Sep-2025,17:30,19-Sep-2025,8:51,F.V.,Medium,5,1,,Y,Dark brown,Thick vertebral line (beige),"Yellow lateral, brown-white anterior, mottled posterior",Red edge to iris/eye,Small round toe pads/discs (distal) especially on forelimbs
ISL.F.2025.09.009,9,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Adult,M,33.39,3.02,ISL.F.00,06,ISL.F.0006,T1,18-Sep-2025,18:34,,19-Sep-2025,17:30,19-Sep-2025,8:55,F.V.,Medium,5,1,,Y,Ref. F.004,Ref. F.004,Mottled  anterior,Salmon on hindlimbs,Ref. F.004
ISL.F.2025.09.010,10,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Sub-Adult,F,37.72,4.35,ISL.F.00,07,ISL.F.0007,T1,18-Sep-2025,18:35,,19-Sep-2025,17:33,19-Sep-2025,8:59,F.V.,Medium,5,1,,Y,Light brown/beige,Orange on dorsal ridges,Pale with lateral mottled,,Similar to F.004 males but female
ISL.F.2025.09.011,11,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Adult,F,42.71,5.37,ISL.F.00,08,ISL.F.0008,T1,18-Sep-2025,18:35,,19-Sep-2025,17:36,19-Sep-2025,9:01,F.V.,Medium,5,1,,Y,Ref. F.010,Ref. F.010,Mottled  throughout,Ref. F.010,Ref. F.010
ISL.F.2025.09.012,12,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Adult,M,33.98,3.56,ISL.F.00,09,ISL.F.0009,T1,18-Sep-2025,18:37,,19-Sep-2025,17:37,19-Sep-2025,9:04,F.V.,Small,5,1,,Y,Ref. F.004,Ref. F.004,Ref. F.004,Ref. F.004,Ref. F.004
ISL.F.2025.09.013,13,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Adult,M,33.18,3.25,ISL.F.00,09,ISL.F.0009,T1,18-Sep-2025,18:38,,19-Sep-2025,17:37,19-Sep-2025,9:07,F.V.,Medium,5,1,,Y,Slightly darker than REF,Ref. F.004,Mottled  throughout,Ref. F.004,Ref. F.004
ISL.F.2025.09.014,14,Isalo,C1: Sakamalio,ISL,2025,9,,,Boophis doulioti,,Adult,M,51.67,10.89,ISL.F.00,10,ISL.F.0010,T1,18-Sep-2025,18:41,,19-Sep-2025,17:38,19-Sep-2025,9:10,F.V.,Medium,5,1,,Y,"Dark olive, mixed with brown","No bumps, no spots",Clean,No color to eye edge/white,
ISL.F.2025.09.015,15,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Adult,M,35.47,3.47,ISL.F.00,11,ISL.F.0011,T1,18-Sep-2025,18:43,,19-Sep-2025,17:39,19-Sep-2025,9:14,F.V.,Medium,5,1,,Y,Ref. F.004 pale,Ref. F.004,Ref. F.004,Ref. F.004,Ref. F.004
ISL.F.2025.09.016,16,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus femoralis,,Adult,M,37.21,3.11,ISL.F.00,12,ISL.F.0012,T1,18-Sep-2025,18:48,,19-Sep-2025,NA,19-Sep-2025,9:18,F.V.,Medium,5,1,1,Y,Ref. F.008,Ref. F.008,Ref. F.008,Ref. F.008,"Ref. F.008, light blood (dead)"
ISL.F.2025.09.017,17,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Adult,M,36.51,3.69,ISL.F.00,13,ISL.F.0013,T1,18-Sep-2025,18:50,,19-Sep-2025,17:40,19-Sep-2025,9:22,F.V.,Medium,5,1,,Y,Brown beige,One red point,Pale with brown spots,Femoral glands yellow,Ref. F.004 but larger white mass visible anterior to cloaca on ventral side
ISL.F.2025.09.018,18,Isalo,C1: Sakamalio,ISL,2025,9,,,Ptychadena mascareniensis,,Adult,F,37.59,5.04,ISL.F.00,14,ISL.F.0014,T1,18-Sep-2025,18:50,,19-Sep-2025,17:44,19-Sep-2025,9:24,F.V.,Medium,5,1,,Y,"Pale green, gold","No vertebral line, fine lateral lines",Clean,,
ISL.F.2025.09.019,19,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Adult,F,39.71,5.16,ISL.F.00,14,ISL.F.0014,T1,18-Sep-2025,18:50,,19-Sep-2025,17:44,19-Sep-2025,9:28,F.V.,Medium,5,1,,Y,Ref. F.001,"Ref. F.001, no red points",Ref. F.001,,Ref. F.001
ISL.F.2025.09.020,20,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Sub-Adult,F,37.07,4.59,ISL.F.00,15,ISL.F.0015,T1,18-Sep-2025,18:52,,19-Sep-2025,17:45,19-Sep-2025,9:32,F.V.,Large,5,1,,Y,Ref. F.010,Ref. F.010,Ref. F.010,Ref. F.010,Ref. F.010
ISL.F.2025.09.021,21,Isalo,C1: Sakamalio,ISL,2025,9,,,Ptychadena mascareniensis,,Adult,M,32.88,3.22,ISL.F.00,15,ISL.F.0015,T1,18-Sep-2025,18:53,,19-Sep-2025,17:45,19-Sep-2025,9:35,F.V.,Large,5,1,,Y,Olive gold,"Gold vertebral line, fine dorsal lines ",Clean,,Ref. F.018
ISL.F.2025.09.022,22,Isalo,C1: Sakamalio,ISL,2025,9,,,Ptychadena mascareniensis,,Adult,M,36.11,3.61,ISL.F.00,15,ISL.F.0015,T1,18-Sep-2025,18:53,,19-Sep-2025,17:45,19-Sep-2025,9:39,F.V.,Medium,5,1,,Y,Dark beige,"No vertebral line, lateral lines present",Clean,,Ref. F.018
ISL.F.2025.09.023,23,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Adult,M,37.51,4.56,ISL.F.00,15,ISL.F.0015,T1,18-Sep-2025,18:53,,19-Sep-2025,17:45,19-Sep-2025,9:42,F.V.,Medium,5,1,,Y,Ref. F.004,No red points,Ref. F.004,Ref. F.004,Ref. F.004
ISL.F.2025.09.024,24,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Adult,F,45.89,6.7,ISL.F.00,17,ISL.F.0017,T1,18-Sep-2025,19:01,,19-Sep-2025,17:48,19-Sep-2025,9:46,F.V.,Large,5,1,,Y,Ref. F.004 but lighter,Ref. F.004,Clean,,Ref. F.001
ISL.F.2025.09.025,25,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Adult,F,41.99,5.27,ISL.F.00,17,ISL.F.0017,T1,18-Sep-2025,19:01,,19-Sep-2025,17:48,19-Sep-2025,9:49,F.V.,Medium,5,1,,Y,Ref. F.001 but darker olive,Ref. F.001,Mottled,,Ref. F.001
ISL.F.2025.09.026,26,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus femoralis,,Sub-Adult,F,37.68,2.98,ISL.F.00,17,ISL.F.0017,T1,18-Sep-2025,19:02,,19-Sep-2025,NA,19-Sep-2025,9:52,F.V.,Small,5,1,1,Y,"Dark brown, mixed with light brown",No vertebral line,Ref. F.008,"Toe discs, red edge to eye","Similar to F.008 but not with dorsal line,  all have different posture than other Mantidactylus"
ISL.F.2025.09.027,27,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus femoralis,,Adult,F,49.47,6.9,ISL.F.00,17,ISL.F.0017,T1,18-Sep-2025,19:02,,19-Sep-2025,17:48,19-Sep-2025,9:56,F.V.,Medium,5,1,,Y,Ref. F.008,"Ref. F.008, vertebral line present",Ref. F.008,Ref. F.008,Ref. F.008
ISL.F.2025.09.028,28,Isalo,C1: Sakamalio,ISL,2025,9,,,Boophis doulioti,,Adult,M,59.23,17.81,ISL.F.00,18,ISL.F.0018,T1,18-Sep-2025,19:03,,19-Sep-2025,17:49,19-Sep-2025,10:00,F.V.,Medium,5,1,,Y,"Ref. F.014, more uniform olive, purple, brown",Ref. F.014,Ref. F.014,Ref. F.014,Ref. F.014
ISL.F.2025.09.029,29,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus femoralis,,Adult,M,39.79,4.29,ISL.F.00,19,ISL.F.0019,T1,18-Sep-2025,19:03,,19-Sep-2025,17:52,19-Sep-2025,10:03,F.V.,Medium,5,1,,Y,Ref. F.008,Vertebral line present,Ref. F.008,Ref. F.008,Ref. F.008
ISL.F.2025.09.030,30,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus femoralis,,Adult,M,37.7,3.42,ISL.F.00,19,ISL.F.0019,T1,18-Sep-2025,19:03,,19-Sep-2025,NA,19-Sep-2025,10:05,F.V.,Small,5,1,1,Y,Ref. F.026,Ref. F.026,Ref. F.026,Ref. F.026,"Ref. F.026, dead"
ISL.F.2025.09.031,31,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus femoralis,,Sub-Adult,F,37.41,3,ISL.F.00,19,ISL.F.0019,T1,18-Sep-2025,19:03,,19-Sep-2025,17:52,19-Sep-2025,10:09,F.V.,Small,5,1,,Y,Ref. F.008,Ref. F.008,Ref. F.008,Ref. F.008,Ref. F.008
ISL.F.2025.09.032,32,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Adult,M,37.41,4.05,ISL.F.00,19,ISL.F.0019,T1,18-Sep-2025,19:03,,19-Sep-2025,17:52,19-Sep-2025,10:11,F.V.,Medium,5,1,,Y,Ref. F.001,Ref. F.001,Some dark spots,Yellow femoral glansd,Ref. F.001
ISL.F.2025.09.033,33,Isalo,C1: Sakamalio,ISL,2025,9,,,Ptychadena mascareniensis,,Adult,F,40.02,5.13,ISL.F.00,20,ISL.F.0020,T1,18-Sep-2025,19:10,,19-Sep-2025,17:55,19-Sep-2025,10:15,F.V.,Medium,5,1,,Y,"Gold, light olive","No vertebral line, lateral lines present",Clean,,Ref. F.018
ISL.F.2025.09.034,34,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Adult,F,42.98,6.15,ISL.F.00,21,ISL.F.0021,T1,18-Sep-2025,19:12,,19-Sep-2025,17:56,19-Sep-2025,10:18,F.V.,Medium,5,1,,Y,"More of a red tint, lighter olive",,Some dark points,,"Ref. F.001, light blood"
ISL.F.2025.09.035,35,Isalo,C1: Sakamalio,ISL,2025,9,,,Boophis doulioti,,Sub-Adult,F,48.98,8.28,ISL.F.00,21,ISL.F.0021,T1,18-Sep-2025,19:12,,19-Sep-2025,17:56,19-Sep-2025,10:21,F.V.,Small,5,1,,Y,"Mostly uniform olive, mixed with brown",,Some dark mottling,"White,pale blue edge to eye",Ref. F.014
ISL.F.2025.09.036,36,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Sub-Adult,F,38.21,4.69,ISL.F.00,22,ISL.F.0022,T1,18-Sep-2025,19:17,,19-Sep-2025,17:18,19-Sep-2025,10:26,F.V.,Small,5,1,,Y,Ref. F.010,Ref. F.010,Ref. F.010,Ref. F.010,Ref. F.010
ISL.F.2025.09.037,37,Isalo,C1: Sakamalio,ISL,2025,9,,,Boophis doulioti,,Adult,F,60.23,15.13,ISL.F.00,22,ISL.F.0022,T1,18-Sep-2025,19:18,,19-Sep-2025,17:18,19-Sep-2025,10:30,F.V.,Medium,5,1,,Y,Lighter grey/olive,Dark scratches?present,Mixed dark+white ,,Ref. F.014
ISL.F.2025.09.038,38,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Adult,F,42.3,5.8,ISL.F.00,22,ISL.F.0022,T1,18-Sep-2025,19:19,,19-Sep-2025,17:58,19-Sep-2025,10:34,F.V.,Medium,5,1,,Y,Ref. F.010,Ref. F.010,Clean,Ref. F.010,Ref. F.010
ISL.F.2025.09.039,39,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Adult,F,45.4,8.02,ISL.F.00,22,ISL.F.0022,T1,18-Sep-2025,19:19,,19-Sep-2025,17:58,19-Sep-2025,10:38,F.V.,Large,5,1,,Y,Ref. F.010,Ref. F.010,Some dark points,Ref. F.010,Ref. F.010
ISL.F.2025.09.040,40,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus femoralis,,Adult,F,47.91,7.24,ISL.F.00,22,ISL.F.0022,T1,18-Sep-2025,19:19,,19-Sep-2025,17:58,19-Sep-2025,10:40,F.V.,Medium,5,1,1,Y,Ref. F.008,Ref. F.008,Ref. F.008,Ref. F.008,"Ref. F.008, dead"
ISL.F.2025.09.041,41,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Sub-Adult,F,38.06,4.43,ISL.F.00,22,ISL.F.0022,T1,18-Sep-2025,19:20,,19-Sep-2025,17:58,19-Sep-2025,10:45,F.V.,Medium,5,1,,Y,Ref. F.010,Ref. F.010,Ref. F.010,Ref. F.010,Ref. F.010
ISL.F.2025.09.042,42,Isalo,C1: Sakamalio,ISL,2025,9,,,Boophis doulioti,,Adult,M,63.39,16.89,ISL.F.00,23,ISL.F.0023,T1,18-Sep-2025,19:26,,19-Sep-2025,17:52,19-Sep-2025,10:48,F.V.,Small,5,1,,Y,Light beige,Uniform,Clean,Bands on hindlimbs,Dark scratches?visible
ISL.F.2025.09.043,43,Isalo,C1: Sakamalio,ISL,2025,9,,,Boophis doulioti,,Adult,F,65.36,18.49,ISL.F.00,24,ISL.F.0024,T1,18-Sep-2025,19:29,,19-Sep-2025,17:43,19-Sep-2025,10:54,F.V.,Medium,5,1,,Y,Dark olive with brown/orange splatches,Yellow points present,"Mixed light to dark, green on lateral edge",,Ref. F.014
ISL.F.2025.09.044,44,Isalo,C1: Sakamalio,ISL,2025,9,,,Boophis doulioti,,Sub-Adult,M,48.26,8.12,ISL.F.00,25,ISL.F.0025,T1,18-Sep-2025,20:01,,19-Sep-2025,17:23,19-Sep-2025,10:57,F.V.,Small,5,1,,Y,Lighter grey/olive with dark patches,,"Clean, yellow-green on lateral edge",,"Ref. F.037, F.014"
ISL.F.2025.09.045,45,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Adult,F,39.8,5.34,ISL.F.00,26,ISL.F.0026,T1,19-Sep-2025,18:16,,20-Sep-2025,12:11,20-Sep-2025,7:46,F.V.,Medium,5,1,,Y,Dark olive,"Uniform, no red points",Mostly clean,,Ref.F.001
ISL.F.2025.09.046,46,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantella expectata ,,Adult,F,29.68,2.06,ISL.F.00,27,ISL.F.0027,T1,19-Sep-2025,18:20,,20-Sep-2025,12:10,20-Sep-2025,NA,NA,NA,5,0,,Y,Dark lateral sides,"Red posterior, gold anterior",Blue-purple (bright) blue spots on back,,"No blood, too small"
ISL.F.2025.09.047,47,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Adult,F,43.32,7.3,ISL.F.00,28,ISL.F.0028,T1,19-Sep-2025,18:20,,20-Sep-2025,12:09,20-Sep-2025,7:52,F.V.,Medium,5,1,,Y,Light beige,,Clean,,Ref. F.010
ISL.F.2025.09.048,48,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Adult,M,32.58,3.43,ISL.F.00,28,ISL.F.0028,T1,19-Sep-2025,18:24,,20-Sep-2025,12:09,20-Sep-2025,7:56,F.V.,Small,5,1,,Y,Olive green,No red points,Mixed,Bright yellow femoral glands,Ref.F.001
ISL.F.2025.09.049,49,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Adult,M,34.93,3.75,ISL.F.00,28,ISL.F.0028,T1,19-Sep-2025,18:25,,20-Sep-2025,12:09,20-Sep-2025,7:59,F.V.,Medium,5,1,,Y,Ref.F.001,Ref.F.001,Ref.F.001,Ref.F.001,Ref.F.001+F.048
ISL.F.2025.09.050,50,Isalo,C1: Sakamalio,ISL,2025,9,,,Boophis doulioti,,Sub-Adult,F,44.56,5.28,ISL.F.00,30,ISL.F.0030,T1,19-Sep-2025,18:29,,20-Sep-2025,12:08,20-Sep-2025,8:02,F.V.,Small,5,1,,Y,,Mostly uniform,Clean,,Ref.F.014
ISL.F.2025.09.051,51,Isalo,C1: Sakamalio,ISL,2025,9,,,Boophis occidentalis,,Adult,F,47.58,8.56,ISL.F.00,30,ISL.F.0030,T1,19-Sep-2025,18:30,,20-Sep-2025,12:08,20-Sep-2025,8:11,F.V.,Small,5,1,,Y,Uniform pale orange dorsal,Ornate purple spots lateral,Uniform white,Striking blue iris/eye,
ISL.F.2025.09.052,52,Isalo,C1: Sakamalio,ISL,2025,9,,,Mantidactylus sp.,,Sub-Adult,F,36.27,3.36,ISL.F.00,31,ISL.F.0031,T1,19-Sep-2025,18:37,,20-Sep-2025,12:07,20-Sep-2025,8:18,F.V.,Medium,5,1,,Y,Ref.F.010,Ref.F.010,Ref.F.010,Ref.F.010,Ref.F.010
ISL.F.2025.09.053,53,Isalo,C1: Sakamalio,ISL,2025,9,,,Ptychadena mascareniensis,,Sub-Adult,F,36.12,3.62,ISL.F.00,31,ISL.F.0031,T1,19-Sep-2025,18:38,,20-Sep-2025,12:07,20-Sep-2025,8:22,F.V.,Medium,5,1,,Y,Army green,"No vertebral line, fine lateral lines",Clean,,Ref.F.018
ISL.F.2025.09.054,54,Isalo,C1: Sakamalio,ISL,2025,9,,,Ptychadena mascareniensis,,Adult,F,39.28,5.83,ISL.F.00,31,ISL.F.0031,T1,19-Sep-2025,18:38,,20-Sep-2025,12:07,20-Sep-2025,8:25,F.V.,Medium,5,1,,Y,Gold/pale green,"No vertebral line, bold lateral lines",Clean,,Ref.F.018
